"id","title","body","department","sentiment"
"285","Check-in normale","Check-in senza problemi, tempi di attesa accettabili. Disorganizzazione totale.","Reception","neutral"
"126","Soggiorno nella norma","Stanza accettabile, pulizia sufficiente, nulla da segnalare.","Housekeeping","neutral"
"303","Cibo nella media","Ristorante con cibo ok, servizio sufficiente.","F&B","neutral"
"224","Reception disorganizzata","Reception completamente disorganizzata, caos totale.","Reception","negative"
"419","Colazione fredda","Colazione sempre fredda, prodotti vecchi e poco freschi. Qualità eccellente dei prodotti.","F&B","negative"
"220","Esperienza standard","Reception funzionale, nessun problema particolare.","Reception","neutral"
"130","Pulizia giornaliera","Apprezzo molto la pulizia quotidiana della camera, tutto perfetto. Prezzo troppo alto per quello che offre.","Housekeeping","positive"
"421","Colazione fantastica","Colazione abbondante e varia, prodotti freschi e di qualità.","F&B","positive"
"290","Reception standard","Servizio nella norma, niente di particolare da segnalare.","Reception","neutral"
"445","Colazione ricca","Buffet colazione molto ricco, c'è davvero di tutto.","F&B","positive"
"377","Bar caro","Prezzi del bar esagerati, qualità molto bassa. Prezzi eccessivi per la qualità offerta.","F&B","negative"
"292","Esperienza standard","Reception funzionale, nessun problema particolare.","Reception","neutral"
"356","Colazione sufficiente","Colazione standard, scelta discreta, prodotti nella media.","F&B","neutral"
"295","Reception disorganizzata","Reception completamente disorganizzata, caos totale.","Reception","negative"
"397","Ristorante deludente","Ristorante molto deludente, cibo freddo e poco gustoso.","F&B","negative"
"341","Colazione sufficiente","Colazione standard, scelta discreta, prodotti nella media.","F&B","neutral"
"113","Camera impeccabile","La camera era pulitissima, letto comodo e tutto perfettamente in ordine.","Housekeeping","positive"
"180","Staff eccellente","Personale della reception molto professionale e gentile. Servizio decisamente migliorabile.","Reception","positive"
"308","Pranzo buonissimo","Pranzato al ristorante, tutto ottimo e porzioni generose. Complimenti allo chef.","F&B","positive"
"433","Servizio ristorante","Servizio al ristorante veloce e professionale, cibo eccellente.","F&B","positive"
"488","Bene ma non benissimo","Check-in veloce, però la stanza aveva dei problemi di pulizia.","Housekeeping","negative"
"482","Bene ma non benissimo","Check-in veloce, però la stanza aveva dei problemi di pulizia.","Housekeeping","negative"
"423","Ottimo cibo","Cibo delizioso e servizio al tavolo impeccabile.","F&B","positive"
"234","Esperienza standard","Reception funzionale, nessun problema particolare. Personale molto professionale.","Reception","neutral"
"312","Cucina mediocre","Cucina mediocre, piatti senza sapore e mal presentati.","F&B","negative"
"165","Servizio impeccabile","Servizio clienti impeccabile, personale molto preparato. Tutto perfetto dall'inizio alla fine.","Reception","positive"
"137","Camera ok","Camera pulita ma un po' vecchia, nel complesso accettabile.","Housekeeping","neutral"
"198","Attesa infinita","Tempi di attesa assurdi per il check-in, personale lento. Servizio clienti eccezionale.","Reception","negative"
"259","Staff inefficiente","Personale inefficiente, nessuna risposta alle nostre richieste.","Reception","negative"
"233","Check-in normale","Check-in senza problemi, tempi di attesa accettabili.","Reception","neutral"
"116","Camera standard","Camera normale, pulita quanto basta, niente di particolare.","Housekeeping","neutral"
"121","Mancanza pulizia","Non hanno pulito la camera per tutto il soggiorno, inaccettabile. Esperienza da dimenticare.","Housekeeping","negative"
"350","Esperienza media","Cibo e servizio al ristorante nella media, prezzi ok.","F&B","neutral"
"225","Check-out rapido","Check-out velocissimo senza problemi, personale efficiente.","Reception","positive"
"403","Cibo nella media","Ristorante con cibo ok, servizio sufficiente.","F&B","neutral"
"398","Ristorante deludente","Ristorante molto deludente, cibo freddo e poco gustoso.","F&B","negative"
"128","Camera standard","Camera normale, pulita quanto basta, niente di particolare.","Housekeeping","neutral"
"286","Check-in veloce","Check-in rapido ed efficiente, personale cordiale e disponibile.","Reception","positive"
"412","Ristorante normale","Cibo accettabile, niente di speciale ma nemmeno male.","F&B","neutral"
"108","Niente di speciale","Camera standard, pulizia sufficiente, prezzo nella norma.","Housekeeping","neutral"
"371","Colazione ok","Buffet colazione nella norma, varietà accettabile.","F&B","neutral"
"326","Ottimo cibo","Cibo delizioso e servizio al tavolo impeccabile.","F&B","positive"
"134","Stanza trascurata","Camera molto trascurata, polvere e cattivi odori.","Housekeeping","negative"
"453","Soggiorno discreto","Colazione buona ma camera piccola e rumorosa, staff ok.","F&B","neutral"
"45","Soggiorno nella norma","Stanza accettabile, pulizia sufficiente, nulla da segnalare.","Housekeeping","neutral"
"461","Nel complesso ok","Buona pulizia camera, colazione sufficiente, personale a volte scortese.","Housekeeping","neutral"
"66","Camera luminosa","Stanza luminosa, pulita e accogliente. Ottimo servizio di pulizia. Prezzo troppo alto per quello che offre.","Housekeeping","positive"
"284","Ottima organizzazione","Reception ben organizzata, nessun problema durante il soggiorno.","Reception","positive"
"86","Bagno sporco","Il bagno era sporco, presenza di capelli e macchie evidenti. Rapporto qualità-prezzo ottimo.","Housekeeping","negative"
"243","Check-in veloce","Check-in rapido ed efficiente, personale cordiale e disponibile.","Reception","positive"
"187","Esperienza standard","Reception funzionale, nessun problema particolare.","Reception","neutral"
"384","Cucina eccellente","Cucina di ottimo livello, piatti tipici preparati benissimo.","F&B","positive"
"160","Staff eccellente","Personale della reception molto professionale e gentile.","Reception","positive"
"13","Stanza trascurata","Camera molto trascurata, polvere e cattivi odori.","Housekeeping","negative"
"36","Camera ok","Camera pulita ma un po' vecchia, nel complesso accettabile.","Housekeeping","neutral"
"29","Camera impeccabile","La camera era pulitissima, letto comodo e tutto perfettamente in ordine.","Housekeeping","positive"
"171","Personale scortese","Personale della reception poco cortese e disponibile.","Reception","negative"
"143","Pulizia giornaliera","Apprezzo molto la pulizia quotidiana della camera, tutto perfetto.","Housekeeping","positive"
"399","Colazione ok","Buffet colazione nella norma, varietà accettabile.","F&B","neutral"
"343","Cucina mediocre","Cucina mediocre, piatti senza sapore e mal presentati.","F&B","negative"
"222","Check-in normale","Check-in senza problemi, tempi di attesa accettabili.","Reception","neutral"
"96","Camera sporca","La camera non era pulita all'arrivo, polvere ovunque e bagno sporco.","Housekeeping","negative"
"52","Camera luminosa","Stanza luminosa, pulita e accogliente. Ottimo servizio di pulizia. Torneremo sicuramente.","Housekeeping","positive"
"241","Servizio accettabile","Personale della reception cortese, check-in normale.","Reception","neutral"
"485","Nel complesso ok","Buona pulizia camera, colazione sufficiente, personale a volte scortese.","Housekeeping","neutral"
"379","Bar fornitissimo","Bar ben fornito, personale cordiale e prezzi giusti.","F&B","positive"
"179","Attesa infinita","Tempi di attesa assurdi per il check-in, personale lento.","Reception","negative"
"42","Pulizia scarsa","Scarsa pulizia della stanza, asciugamani non cambiati per giorni. Esperienza da dimenticare.","Housekeeping","negative"
"499","Esperienza mista","Camera pulita ma personale poco disponibile, colazione nella media.","Reception","negative"
"422","Cibo scadente","Cibo di pessima qualità, colazione immangiabile.","F&B","negative"
"207","Ottima organizzazione","Reception ben organizzata, nessun problema durante il soggiorno.","Reception","positive"
"283","Ottima organizzazione","Reception ben organizzata, nessun problema durante il soggiorno.","Reception","positive"
"255","Esperienza standard","Reception funzionale, nessun problema particolare.","Reception","neutral"
"413","Pranzo buonissimo","Pranzato al ristorante, tutto ottimo e porzioni generose. Prezzi eccessivi per la qualità offerta.","F&B","positive"
"5","Niente di speciale","Camera standard, pulizia sufficiente, prezzo nella norma. Prezzo troppo alto per quello che offre.","Housekeeping","neutral"
"257","Ottima organizzazione","Reception ben organizzata, nessun problema durante il soggiorno. Servizio decisamente migliorabile.","Reception","positive"
"449","Colazione sufficiente","Colazione standard, scelta discreta, prodotti nella media. Servizio da rivedere completamente.","F&B","neutral"
"101","Stanza ben tenuta","Camera pulita e ben curata, tutto funzionante e in ordine.","Housekeeping","positive"
"227","Check-in normale","Check-in senza problemi, tempi di attesa accettabili.","Reception","neutral"
"430","Pranzo buonissimo","Pranzato al ristorante, tutto ottimo e porzioni generose.","F&B","positive"
"214","Ottima organizzazione","Reception ben organizzata, nessun problema durante il soggiorno.","Reception","positive"
"172","Servizio accettabile","Personale della reception cortese, check-in normale.","Reception","neutral"
"99","Camera disordinata","Camera disordinata e sporca, lenzuola con macchie.","Housekeeping","negative"
"293","Personale gentile","Reception sempre disponibile e cortese per qualsiasi richiesta.","Reception","positive"
"216","Problemi prenotazione","Problemi con la prenotazione, reception non ha saputo risolvere. Servizio clienti eccezionale.","Reception","negative"
"62","Pulizia scarsa","Scarsa pulizia della stanza, asciugamani non cambiati per giorni.","Housekeeping","negative"
"48","Camera standard","Camera normale, pulita quanto basta, niente di particolare. Consiglio vivamente questo hotel.","Housekeeping","neutral"
"33","Camera sporca","La camera non era pulita all'arrivo, polvere ovunque e bagno sporco.","Housekeeping","negative"
"268","Staff eccellente","Personale della reception molto professionale e gentile. Disorganizzazione totale.","Reception","positive"
"328","Colazione fantastica","Colazione abbondante e varia, prodotti freschi e di qualità.","F&B","positive"
"201","Personale scortese","Personale della reception poco cortese e disponibile.","Reception","negative"
"447","Cucina eccellente","Cucina di ottimo livello, piatti tipici preparati benissimo. Complimenti allo chef.","F&B","positive"
"28","Camera perfetta","Camera spaziosa, pulita e ben organizzata. Complimenti al personale.","Housekeeping","positive"
"425","Bar fornitissimo","Bar ben fornito, personale cordiale e prezzi giusti.","F&B","positive"
"231","Staff nella media","Personale educato, servizio sufficiente.","Reception","neutral"
"261","Servizio impeccabile","Servizio clienti impeccabile, personale molto preparato.","Reception","positive"
"289","Servizio impeccabile","Servizio clienti impeccabile, personale molto preparato. Servizio clienti eccezionale.","Reception","positive"
"163","Staff disponibile","Personale sempre pronto ad aiutare con il sorriso.","Reception","positive"
"426","Servizio ristorante","Servizio al ristorante veloce e professionale, cibo eccellente.","F&B","positive"
"139","Soggiorno nella norma","Stanza accettabile, pulizia sufficiente, nulla da segnalare. Consiglio vivamente questo hotel.","Housekeeping","neutral"
"63","Bagno sporco","Il bagno era sporco, presenza di capelli e macchie evidenti.","Housekeeping","negative"
"136","Soggiorno nella norma","Stanza accettabile, pulizia sufficiente, nulla da segnalare.","Housekeeping","neutral"
"129","Camera disordinata","Camera disordinata e sporca, lenzuola con macchie.","Housekeeping","negative"
"477","Soggiorno discreto","Colazione buona ma camera piccola e rumorosa, staff ok.","F&B","neutral"
"9","Stanza ben tenuta","Camera pulita e ben curata, tutto funzionante e in ordine. Esperienza da dimenticare.","Housekeeping","positive"
"327","Ristorante deludente","Ristorante molto deludente, cibo freddo e poco gustoso.","F&B","negative"
"464","Bene ma non benissimo","Check-in veloce, però la stanza aveva dei problemi di pulizia.","Housekeeping","negative"
"65","Camera impeccabile","La camera era pulitissima, letto comodo e tutto perfettamente in ordine.","Housekeeping","positive"
"301","Bar caro","Prezzi del bar esagerati, qualità molto bassa. Servizio da rivedere completamente.","F&B","negative"
"15","Pulizia scarsa","Scarsa pulizia della stanza, asciugamani non cambiati per giorni.","Housekeeping","negative"
"157","Ottima organizzazione","Reception ben organizzata, nessun problema durante il soggiorno. Servizio decisamente migliorabile.","Reception","positive"
"41","Mancanza pulizia","Non hanno pulito la camera per tutto il soggiorno, inaccettabile. Torneremo sicuramente.","Housekeeping","negative"
"380","Colazione ok","Buffet colazione nella norma, varietà accettabile. Servizio da rivedere completamente.","F&B","neutral"
"469","Esperienza mista","Camera pulita ma personale poco disponibile, colazione nella media.","Reception","negative"
"404","Ottimo cibo","Cibo delizioso e servizio al tavolo impeccabile. Prezzi eccessivi per la qualità offerta.","F&B","positive"
"217","Accoglienza fredda","Accoglienza molto fredda, nessuna assistenza dal personale.","Reception","negative"
"280","Reception standard","Servizio nella norma, niente di particolare da segnalare. Mai più in questo hotel.","Reception","neutral"
"435","Colazione sufficiente","Colazione standard, scelta discreta, prodotti nella media. Qualità eccellente dei prodotti.","F&B","neutral"
"431","Ristorante normale","Cibo accettabile, niente di speciale ma nemmeno male.","F&B","neutral"
"338","Ottimo cibo","Cibo delizioso e servizio al tavolo impeccabile. Cibo immangiabile.","F&B","positive"
"237","Staff nella media","Personale educato, servizio sufficiente. Tutto perfetto dall'inizio alla fine.","Reception","neutral"
"208","Accoglienza fredda","Accoglienza molto fredda, nessuna assistenza dal personale.","Reception","negative"
"213","Accoglienza perfetta","Ottima accoglienza, ci hanno fatto sentire subito a nostro agio.","Reception","positive"
"296","Servizio pessimo","Pessimo servizio, personale incompetente e maleducato. Servizio decisamente migliorabile.","Reception","negative"
"458","Bene ma non benissimo","Check-in veloce, però la stanza aveva dei problemi di pulizia.","Housekeeping","negative"
"252","Personale gentile","Reception sempre disponibile e cortese per qualsiasi richiesta.","Reception","positive"
"489","Soggiorno discreto","Colazione buona ma camera piccola e rumorosa, staff ok.","F&B","neutral"
"487","Esperienza mista","Camera pulita ma personale poco disponibile, colazione nella media.","Reception","negative"
"304","Bar caro","Prezzi del bar esagerati, qualità molto bassa. Qualità eccellente dei prodotti.","F&B","negative"
"351","Colazione ok","Buffet colazione nella norma, varietà accettabile.","F&B","neutral"
"270","Servizio accettabile","Personale della reception cortese, check-in normale.","Reception","neutral"
"202","Staff nella media","Personale educato, servizio sufficiente.","Reception","neutral"
"162","Check-in veloce","Check-in rapido ed efficiente, personale cordiale e disponibile.","Reception","positive"
"44","Bagno sporco","Il bagno era sporco, presenza di capelli e macchie evidenti. Rapporto qualità-prezzo ottimo.","Housekeeping","negative"
"218","Reception standard","Servizio nella norma, niente di particolare da segnalare.","Reception","neutral"
"402","Ristorante normale","Cibo accettabile, niente di speciale ma nemmeno male.","F&B","neutral"
"191","Staff nella media","Personale educato, servizio sufficiente.","Reception","neutral"
"310","Colazione ricca","Buffet colazione molto ricco, c'è davvero di tutto.","F&B","positive"
"260","Servizio pessimo","Pessimo servizio, personale incompetente e maleducato.","Reception","negative"
"106","Stanza ben tenuta","Camera pulita e ben curata, tutto funzionante e in ordine. Consiglio vivamente questo hotel.","Housekeeping","positive"
"54","Camera disordinata","Camera disordinata e sporca, lenzuola con macchie. Prezzo troppo alto per quello che offre.","Housekeeping","negative"
"390","Esperienza media","Cibo e servizio al ristorante nella media, prezzi ok.","F&B","neutral"
"2","Camera perfetta","Camera spaziosa, pulita e ben organizzata. Complimenti al personale.","Housekeeping","positive"
"442","Cucina eccellente","Cucina di ottimo livello, piatti tipici preparati benissimo.","F&B","positive"
"483","Soggiorno discreto","Colazione buona ma camera piccola e rumorosa, staff ok.","F&B","neutral"
"50","Camera impeccabile","La camera era pulitissima, letto comodo e tutto perfettamente in ordine. Consiglio vivamente questo hotel.","Housekeeping","positive"
"420","Cucina eccellente","Cucina di ottimo livello, piatti tipici preparati benissimo.","F&B","positive"
"81","Camera disordinata","Camera disordinata e sporca, lenzuola con macchie.","Housekeeping","negative"
"206","Personale scortese","Personale della reception poco cortese e disponibile.","Reception","negative"
"35","Ottima pulizia","Personale di pulizia molto efficiente, camera sempre impeccabile.","Housekeeping","positive"
"264","Reception standard","Servizio nella norma, niente di particolare da segnalare. Mai più in questo hotel.","Reception","neutral"
"428","Servizio ristorante","Servizio al ristorante veloce e professionale, cibo eccellente.","F&B","positive"
"367","Colazione fantastica","Colazione abbondante e varia, prodotti freschi e di qualità.","F&B","positive"
"92","Nella media","Stanza nella media, pulizia discreta, esperienza ok.","Housekeeping","neutral"
"340","Cucina eccellente","Cucina di ottimo livello, piatti tipici preparati benissimo.","F&B","positive"
"474","Valutazione media","Ristorante buono, però check-in caotico e camera non perfetta.","F&B","neutral"
"53","Camera degradata","Camera in pessime condizioni, sporcizia e odore sgradevole. Esperienza da dimenticare.","Housekeeping","negative"
"346","Ottimo cibo","Cibo delizioso e servizio al tavolo impeccabile.","F&B","positive"
"265","Ottima organizzazione","Reception ben organizzata, nessun problema durante il soggiorno.","Reception","positive"
"242","Reception standard","Servizio nella norma, niente di particolare da segnalare.","Reception","neutral"
"14","Camera sporca","La camera non era pulita all'arrivo, polvere ovunque e bagno sporco.","Housekeeping","negative"
"316","Bar caro","Prezzi del bar esagerati, qualità molto bassa. Prezzi eccessivi per la qualità offerta.","F&B","negative"
"89","Pulizia giornaliera","Apprezzo molto la pulizia quotidiana della camera, tutto perfetto.","Housekeeping","positive"
"388","Ottimo cibo","Cibo delizioso e servizio al tavolo impeccabile.","F&B","positive"
"274","Ottima organizzazione","Reception ben organizzata, nessun problema durante il soggiorno.","Reception","positive"
"167","Personale gentile","Reception sempre disponibile e cortese per qualsiasi richiesta. Personale molto professionale.","Reception","positive"
"329","Bar caro","Prezzi del bar esagerati, qualità molto bassa. Cibo immangiabile.","F&B","negative"
"493","Esperienza mista","Camera pulita ma personale poco disponibile, colazione nella media.","Reception","negative"
"135","Letto scomodo","Letto scomodissimo e lenzuola sporche, pessima esperienza.","Housekeeping","negative"
"307","Colazione ok","Buffet colazione nella norma, varietà accettabile.","F&B","neutral"
"481","Esperienza mista","Camera pulita ma personale poco disponibile, colazione nella media.","Reception","negative"
"320","Esperienza media","Cibo e servizio al ristorante nella media, prezzi ok.","F&B","neutral"
"244","Staff eccellente","Personale della reception molto professionale e gentile.","Reception","positive"
"55","Nella media","Stanza nella media, pulizia discreta, esperienza ok.","Housekeeping","neutral"
"364","Pranzo buonissimo","Pranzato al ristorante, tutto ottimo e porzioni generose.","F&B","positive"
"51","Pulizia scarsa","Scarsa pulizia della stanza, asciugamani non cambiati per giorni.","Housekeeping","negative"
"457","Esperienza mista","Camera pulita ma personale poco disponibile, colazione nella media.","Reception","negative"
"175","Servizio impeccabile","Servizio clienti impeccabile, personale molto preparato.","Reception","positive"
"446","Esperienza media","Cibo e servizio al ristorante nella media, prezzi ok.","F&B","neutral"
"190","Servizio impeccabile","Servizio clienti impeccabile, personale molto preparato.","Reception","positive"
"497","Nel complesso ok","Buona pulizia camera, colazione sufficiente, personale a volte scortese.","Housekeeping","neutral"
"188","Staff nella media","Personale educato, servizio sufficiente.","Reception","neutral"
"170","Accoglienza fredda","Accoglienza molto fredda, nessuna assistenza dal personale. Mai più in questo hotel.","Reception","negative"
"59","Soggiorno nella norma","Stanza accettabile, pulizia sufficiente, nulla da segnalare.","Housekeeping","neutral"
"49","Letto comodo","Il letto era comodissimo e la camera profumava di pulito.","Housekeeping","positive"
"345","Bar fornitissimo","Bar ben fornito, personale cordiale e prezzi giusti.","F&B","positive"
"236","Check-in lento","Check-in lunghissimo, attesa di oltre 30 minuti alla reception.","Reception","negative"
"253","Staff nella media","Personale educato, servizio sufficiente.","Reception","neutral"
"22","Camera sporca","La camera non era pulita all'arrivo, polvere ovunque e bagno sporco. Consiglio vivamente questo hotel.","Housekeeping","negative"
"314","Cucina mediocre","Cucina mediocre, piatti senza sapore e mal presentati.","F&B","negative"
"460","Alcune criticità","Reception cortese ma tempi lunghi, camera pulita, cibo discreto.","Reception","neutral"
"161","Servizio accettabile","Personale della reception cortese, check-in normale.","Reception","neutral"
"277","Reception standard","Servizio nella norma, niente di particolare da segnalare.","Reception","neutral"
"444","Esperienza media","Cibo e servizio al ristorante nella media, prezzi ok. Complimenti allo chef.","F&B","neutral"
"192","Check-in normale","Check-in senza problemi, tempi di attesa accettabili.","Reception","neutral"
"386","Colazione ricca","Buffet colazione molto ricco, c'è davvero di tutto.","F&B","positive"
"294","Reception standard","Servizio nella norma, niente di particolare da segnalare. Tutto perfetto dall'inizio alla fine.","Reception","neutral"
"414","Servizio lento","Servizio al ristorante lentissimo, cibo arrivato freddo.","F&B","negative"
"344","Colazione ok","Buffet colazione nella norma, varietà accettabile.","F&B","neutral"
"258","Staff disponibile","Personale sempre pronto ad aiutare con il sorriso.","Reception","positive"
"309","Servizio lento","Servizio al ristorante lentissimo, cibo arrivato freddo.","F&B","negative"
"150","Camera luminosa","Stanza luminosa, pulita e accogliente. Ottimo servizio di pulizia. Non tornerò mai più.","Housekeeping","positive"
"131","Camera standard","Camera normale, pulita quanto basta, niente di particolare.","Housekeeping","neutral"
"152","Servizio pessimo","Pessimo servizio, personale incompetente e maleducato.","Reception","negative"
"360","Servizio lento","Servizio al ristorante lentissimo, cibo arrivato freddo.","F&B","negative"
"100","Bagno sporco","Il bagno era sporco, presenza di capelli e macchie evidenti.","Housekeeping","negative"
"373","Colazione sufficiente","Colazione standard, scelta discreta, prodotti nella media. Qualità eccellente dei prodotti.","F&B","neutral"
"88","Camera degradata","Camera in pessime condizioni, sporcizia e odore sgradevole. Consiglio vivamente questo hotel.","Housekeeping","negative"
"459","Soggiorno discreto","Colazione buona ma camera piccola e rumorosa, staff ok.","F&B","neutral"
"331","Colazione monotona","Colazione monotona, sempre le stesse cose per giorni.","F&B","negative"
"215","Check-in normale","Check-in senza problemi, tempi di attesa accettabili. Mai più in questo hotel.","Reception","neutral"
"467","Nel complesso ok","Buona pulizia camera, colazione sufficiente, personale a volte scortese.","Housekeeping","neutral"
"122","Stanza trascurata","Camera molto trascurata, polvere e cattivi odori.","Housekeeping","negative"
"500","Bene ma non benissimo","Check-in veloce, però la stanza aveva dei problemi di pulizia.","Housekeeping","negative"
"21","Letto comodo","Il letto era comodissimo e la camera profumava di pulito.","Housekeeping","positive"
"189","Personale gentile","Reception sempre disponibile e cortese per qualsiasi richiesta. Disorganizzazione totale.","Reception","positive"
"72","Soggiorno nella norma","Stanza accettabile, pulizia sufficiente, nulla da segnalare.","Housekeeping","neutral"
"107","Mancanza pulizia","Non hanno pulito la camera per tutto il soggiorno, inaccettabile.","Housekeeping","negative"
"271","Personale scortese","Personale della reception poco cortese e disponibile.","Reception","negative"
"349","Ottimo cibo","Cibo delizioso e servizio al tavolo impeccabile.","F&B","positive"
"436","Ottimo cibo","Cibo delizioso e servizio al tavolo impeccabile.","F&B","positive"
"103","Camera impeccabile","La camera era pulitissima, letto comodo e tutto perfettamente in ordine.","Housekeeping","positive"
